Num timestep,mean reward,,
614000,87.28630004,,
,,,
615000,87.28630004,,
,,,
616000,87.28630004,,
,,,
617000,87.13260004,,
,,,
618000,87.13260004,,
,,,
619000,87.13260004,,
,,,
620000,87.13260004,,
,,,
621000,87.66383338,,
,,,
622000,87.66383338,,
,,,
623000,87.66383338,,
,,,
624000,87.66383338,,
,,,
625000,94.34823338,,
,,,
626000,94.34823338,,
,,,
627000,94.34823338,,
,,,
628000,100.5779,,
,,,
629000,100.5779,,
,,,
630000,100.5779,,
,,,
631000,100.5779,,
,,,
632000,97.03940004,,
,,,
633000,97.03940004,,
,,,
634000,97.03940004,,
,,,
635000,97.62520004,,
,,,
636000,97.62520004,,
,,,
637000,97.62520004,,
,,,
638000,97.62520004,,
,,,
639000,97.62520004,,
,,,
640000,99.60540004,,
,,,
641000,99.60540004,,
,,,
642000,99.60540004,,
,,,
643000,100.6130334,,
,,,
644000,100.6130334,,
,,,
645000,100.6130334,,
,,,
646000,100.7246667,,
,,,
647000,100.7246667,,
,,,
648000,100.7246667,,
,,,
649000,101.2618667,,
,,,
650000,101.2618667,,
,,,
651000,101.2618667,,
,,,
652000,101.9238667,,
,,,
653000,101.9238667,,
,,,
654000,101.9238667,,
,,,
655000,101.9238667,,
,,,
656000,102.5259334,,
,,,
657000,102.5259334,,
,,,
658000,102.5259334,,
,,,
659000,102.5259334,,
,,,
660000,101.5520667,,
,,,
661000,101.5520667,,
,,,
662000,101.5520667,,
,,,
663000,103.3608667,,
,,,
664000,103.3608667,,
,,,
665000,103.3608667,,
,,,
666000,103.3608667,,
,,,
667000,95.82343338,,
,,,
668000,95.82343338,,
,,,
669000,95.82343338,,
,,,
670000,93.43176672,,
,,,
671000,93.43176672,,
,,,
672000,86.68533338,,
,,,
673000,86.68533338,,
,,,
674000,86.68533338,,
,,,
675000,86.68533338,,
,,,
676000,87.17063338,,
,,,
677000,87.17063338,,
,,,
678000,87.17063338,,
,,,
679000,80.46000006,,
,,,
680000,80.46000006,,
,,,
681000,80.46000006,,
,,,
682000,80.46000006,,
,,,
683000,74.3094334,,
,,,
684000,74.3094334,,
,,,
685000,74.3094334,,
,,,
686000,74.3094334,,
,,,
687000,74.71076674,,
,,,
688000,74.71076674,,
,,,
689000,74.71076674,,
,,,
690000,73.70363342,,
,,,
691000,73.70363342,,
,,,
692000,73.70363342,,
,,,
693000,73.70363342,,
,,,
694000,70.61850008,,
,,,
695000,70.61850008,,
,,,
696000,70.61850008,,
,,,
697000,68.9461334,,
,,,
698000,68.9461334,,
,,,
699000,68.9461334,,
,,,
700000,68.9461334,,
,,,
701000,69.90140006,,
,,,
702000,69.90140006,,
,,,
703000,69.90140006,,
,,,
704000,69.3128334,,
,,,
705000,69.3128334,,
,,,
706000,69.3128334,,
,,,
707000,69.3128334,,
,,,
708000,71.3938334,,
,,,
709000,71.3938334,,
,,,
710000,71.3938334,,
,,,
711000,71.3938334,,
,,,
712000,80.43940006,,
,,,
713000,80.43940006,,
,,,
714000,80.43940006,,
,,,
715000,73.67086672,,
,,,
716000,73.67086672,,
,,,
717000,73.67086672,,
,,,
718000,73.67086672,,
,,,
719000,78.36343338,,
,,,
720000,78.36343338,,
,,,
721000,78.36343338,,
,,,
722000,73.59733338,,
,,,
723000,73.59733338,,
,,,
724000,73.59733338,,
,,,
725000,73.59733338,,
,,,
726000,71.56383338,,
,,,
727000,71.56383338,,
,,,
728000,71.56383338,,
,,,
729000,73.06530004,,
,,,
730000,73.06530004,,
,,,
731000,73.06530004,,
,,,
732000,73.06530004,,
,,,
733000,75.10830004,,
,,,
734000,75.10830004,,
,,,
735000,75.10830004,,
,,,
736000,75.10830004,,
,,,
737000,70.22530004,,
,,,
738000,70.22530004,,
,,,
739000,70.22530004,,
,,,
740000,69.27860004,,
,,,
741000,69.27860004,,
,,,
742000,69.27860004,,
,,,
743000,69.27860004,,
,,,
744000,78.38123336,,
,,,
745000,78.38123336,,
,,,
746000,78.38123336,,
,,,
747000,74.78670002,,
,,,
748000,74.78670002,,
,,,
749000,74.78670002,,
,,,
750000,74.78670002,,
,,,
751000,76.00620002,,
,,,
752000,76.00620002,,
,,,
753000,76.00620002,,
,,,
754000,76.00620002,,
,,,
755000,80.19013336,,
,,,
756000,80.19013336,,
,,,
757000,80.19013336,,
,,,
758000,80.19013336,,
,,,
759000,81.07983336,,
,,,
760000,81.07983336,,
,,,
761000,81.07983336,,
,,,
762000,81.07983336,,
,,,
763000,81.44816668,,
,,,
764000,81.44816668,,
,,,
765000,81.44816668,,
,,,
766000,71.17816668,,
,,,
767000,71.17816668,,
,,,
768000,71.17816668,,
,,,
769000,71.17816668,,
,,,
770000,75.72753336,,
,,,
771000,75.72753336,,
,,,
772000,75.72753336,,
,,,
773000,75.72753336,,
,,,
774000,74.73756668,,
,,,
775000,74.73756668,,
,,,
776000,74.73756668,,
,,,
777000,81.39790002,,
,,,
778000,81.39790002,,
,,,
779000,81.39790002,,
,,,
780000,81.39790002,,
,,,
781000,83.89223336,,
,,,
782000,83.89223336,,
,,,
783000,83.89223336,,
,,,
784000,91.5013667,,
,,,
785000,91.5013667,,
,,,
786000,91.5013667,,
,,,
787000,91.86990004,,
,,,
788000,91.86990004,,
,,,
789000,91.86990004,,
,,,
790000,91.86990004,,
,,,
791000,91.86990004,,
,,,
792000,89.23683338,,
,,,
793000,89.23683338,,
,,,
794000,89.23683338,,
,,,
795000,89.23683338,,
,,,
796000,90.51510004,,
,,,
797000,90.51510004,,
,,,
798000,90.51510004,,
,,,
799000,89.05310004,,
,,,
800000,89.05310004,,
,,,
801000,89.05310004,,
,,,
802000,89.05310004,,
,,,
803000,87.08073338,,
,,,
804000,87.08073338,,
,,,
805000,87.08073338,,
,,,
806000,85.84893338,,
,,,
807000,85.84893338,,
,,,
808000,85.84893338,,
,,,
809000,85.84893338,,
,,,
810000,87.22640004,,
,,,
811000,87.22640004,,
,,,
812000,87.22640004,,
,,,
813000,85.48610004,,
,,,
814000,85.48610004,,
,,,
815000,85.48610004,,
,,,
816000,79.4192667,,
,,,
817000,79.4192667,,
,,,
818000,79.4192667,,
,,,
819000,79.4192667,,
,,,
820000,79.84483336,,
,,,
821000,79.84483336,,
,,,
822000,79.84483336,,
,,,
823000,79.84483336,,
,,,
824000,74.07186668,,
,,,
825000,74.07186668,,
,,,
826000,74.07186668,,
,,,
827000,74.84716668,,
,,,
828000,74.84716668,,
,,,
829000,74.84716668,,
,,,
830000,77.02733334,,
,,,
831000,77.02733334,,
,,,
832000,77.02733334,,
,,,
833000,77.02733334,,
,,,
834000,76.26280002,,
,,,
835000,76.26280002,,
,,,
836000,76.26280002,,
,,,
837000,75.80763334,,
,,,
838000,75.80763334,,
,,,
839000,75.80763334,,
,,,
840000,75.80763334,,
,,,
841000,74.25353334,,
,,,
842000,74.25353334,,
,,,
843000,74.25353334,,
,,,
844000,81.42026668,,
,,,
845000,81.42026668,,
,,,
846000,81.42026668,,
,,,
847000,81.42026668,,
,,,
848000,77.3697,,
,,,
849000,77.3697,,
,,,
850000,77.3697,,
,,,
851000,77.3697,,
,,,
852000,76.53343334,,
,,,
853000,76.53343334,,
,,,
854000,76.53343334,,
,,,
855000,76.53343334,,
,,,
856000,80.87663334,,
,,,
857000,80.87663334,,
,,,
858000,80.87663334,,
,,,
859000,80.87663334,,
,,,
860000,78.7047,,
,,,
861000,78.7047,,
,,,
862000,78.7047,,
,,,
863000,78.7047,,
,,,
864000,82.00476666,,
,,,
865000,82.00476666,,
,,,
866000,82.00476666,,
,,,
867000,84.58913332,,
,,,
868000,84.58913332,,
,,,
869000,84.58913332,,
,,,
870000,86.91239998,,
,,,
871000,86.91239998,,
,,,
872000,86.91239998,,
,,,
873000,86.91239998,,
,,,
874000,87.84319998,,
,,,
875000,87.84319998,,
,,,
876000,87.84319998,,
,,,
877000,87.84319998,,
,,,
878000,94.50886666,,
,,,
879000,94.50886666,,
,,,
880000,94.50886666,,
,,,
881000,94.50886666,,
,,,
882000,95.47266666,,
,,,
883000,95.47266666,,
,,,
884000,95.47266666,,
,,,
885000,95.47266666,,
,,,
886000,90.31883332,,
,,,
887000,90.31883332,,
,,,
888000,90.31883332,,
,,,
889000,87.76609998,,
,,,
890000,87.76609998,,
,,,
891000,87.76609998,,
,,,
892000,79.34186666,,
,,,
893000,79.34186666,,
,,,
894000,79.34186666,,
,,,
895000,81.6194,,
,,,
896000,81.6194,,
,,,
897000,81.6194,,
,,,
898000,81.6194,,
,,,
899000,81.6194,,
,,,
900000,77.53183334,,
,,,
901000,77.53183334,,
,,,
902000,77.53183334,,
,,,
903000,77.53183334,,
,,,
904000,78.89646668,,
,,,
905000,78.89646668,,
,,,
906000,78.89646668,,
,,,
907000,80.49680002,,
,,,
908000,80.49680002,,
,,,
909000,80.49680002,,
,,,
910000,80.49680002,,
,,,
911000,79.8645667,,
,,,
912000,79.8645667,,
,,,
913000,79.8645667,,
,,,
914000,79.8645667,,
,,,
915000,79.8645667,,
,,,
916000,82.6751667,,
,,,
917000,82.6751667,,
,,,
918000,82.6751667,,
,,,
919000,82.6751667,,
,,,
920000,81.9493667,,
,,,
921000,81.9493667,,
,,,
922000,81.9493667,,
,,,
923000,81.9493667,,
,,,
924000,81.84360004,,
,,,
925000,81.84360004,,
,,,
926000,81.84360004,,
,,,
927000,81.84360004,,
,,,
928000,79.74523338,,
,,,
929000,79.74523338,,
,,,
930000,79.74523338,,
,,,
931000,79.74523338,,
,,,
932000,82.12193338,,
,,,
933000,82.12193338,,
,,,
934000,82.12193338,,
,,,
935000,82.12193338,,
,,,
936000,73.13083338,,
,,,
937000,73.13083338,,
,,,
