Num timestep,mean reward
3000,73.538333
4000,73.538333
5000,73.538333
6000,-0.25916700000000503
7000,-0.25916700000000503
8000,-0.25916700000000503
9000,-10.45833366666667
10000,-10.45833366666667
11000,-6.671250250000003
12000,-6.671250250000003
13000,-6.671250250000003
14000,13.019999799999997
15000,13.019999799999997
16000,13.019999799999997
17000,24.38444433333333
18000,24.38444433333333
19000,24.38444433333333
20000,32.78214271428571
21000,32.78214271428571
22000,32.78214271428571
23000,36.962499875
24000,36.962499875
25000,40.94462955555556
26000,40.94462955555556
27000,40.94462955555556
28000,30.6331666
29000,30.6331666
30000,30.6331666
31000,26.72712118181818
32000,26.72712118181818
33000,30.68958333333333
34000,30.68958333333333
35000,30.68958333333333
36000,30.445256384615384
37000,30.445256384615384
38000,30.445256384615384
39000,30.445256384615384
40000,36.971190428571425
41000,36.971190428571425
42000,36.971190428571425
43000,39.8784444
44000,39.8784444
45000,39.8784444
46000,42.942604124999995
47000,42.942604124999995
48000,35.82401958823529
49000,35.82401958823529
50000,35.82401958823529
51000,35.235462944444436
52000,35.235462944444436
53000,35.235462944444436
54000,30.39175436842105
55000,30.39175436842105
56000,30.39175436842105
57000,16.295666649999998
58000,16.295666649999998
59000,16.295666649999998
60000,12.02095238095238
61000,12.02095238095238
62000,12.02095238095238
63000,16.038333318181817
64000,16.038333318181817
65000,16.038333318181817
66000,12.77492752173913
67000,12.77492752173913
68000,14.480833333333328
69000,14.480833333333328
70000,14.480833333333328
71000,14.480833333333328
72000,14.345866679999995
73000,14.345866679999995
74000,14.345866679999995
75000,17.369038461538455
76000,17.369038461538455
77000,17.369038461538455
78000,19.421172851851846
79000,19.421172851851846
80000,19.421172851851846
81000,19.425238107142853
82000,19.425238107142853
83000,19.425238107142853
84000,21.935632206896546
85000,21.935632206896546
86000,21.935632206896546
87000,22.790888899999995
88000,22.790888899999995
89000,22.790888899999995
90000,24.22698925806451
91000,24.22698925806451
92000,24.22698925806451
93000,26.90375
94000,26.90375
95000,26.90375
96000,28.924494939393938
97000,28.924494939393938
98000,28.924494939393938
99000,28.924494939393938
100000,30.672058823529408
101000,30.672058823529408
102000,30.672058823529408
103000,32.80061905714285
104000,32.80061905714285
105000,32.80061905714285
106000,35.31268519444444
107000,35.31268519444444
108000,35.31268519444444
109000,35.31268519444444
110000,34.73905405405405
111000,34.73905405405405
112000,34.73905405405405
113000,35.522017552631574
114000,35.522017552631574
115000,35.522017552631574
116000,36.3915812051282
117000,36.3915812051282
118000,36.3915812051282
119000,37.733124999999994
120000,37.733124999999994
121000,37.733124999999994
122000,37.733124999999994
123000,38.83882114634146
124000,38.83882114634146
125000,38.83882114634146
126000,40.358690476190475
127000,40.358690476190475
128000,40.358690476190475
129000,41.49379844186046
130000,41.49379844186046
131000,41.49379844186046
132000,41.49379844186046
